title_he,url,price,sizes,description_he,image_url,category_he
"שכבת נוחות ויסקו פנאומטי MD, עובי 6 ס&quot;מ",https://www.mandelboim.com/product/%d7%a9%d7%9b%d7%91%d7%aa-%d7%a0%d7%95%d7%97%d7%95%d7%aa-%d7%95%d7%99%d7%a1%d7%a7%d7%95-%d7%90%d7%9c%d7%a1%d7%98%d7%99-%d7%a2%d7%95%d7%91%d7%99-6-%d7%a1%d7%9e/,529,N/A,"שכבה מפנקת לשדרוג וריכוךהמזרן הקיים.ויסקו הנו חומר אלסטי המתאים עצמו למבנה הגוף, משחרר לחצים מומלץ לזרימת הדם מרפה את השריר, ומקנה רכות ורוגע לגוף.המזרן עטוף בבד גמיש ונעים למגע.מגיע עם גומיות בפינות",https://www.mandelboim.com/wp-content/uploads/2019/10/SICVATNOCHOOT.jpg,Mandelboim On line
מיטה YOYO,https://www.mandelboim.com/product/%d7%9e%d7%99%d7%98%d7%94-yoyo/,4650,N/A,"מיטה בעיצוב נקי  צעיר ורענן , 2 מנועים עוצמתיים שקטים – אחד לכוונון ראש המיטה והשני לכוונון הרגליים, רגלי ברזל חזקות, שלט אלחוטי תאורת לד, חיבור USB, מפסק מתח, אישור מכון תקנים , מזרן נשלף עשוי לטקס גמיש ומפנק.",https://www.mandelboim.com/wp-content/uploads/2019/09/yoyo_1280x1280.jpg,מבצעי החודש
מזרן פארק אבניו PARK AVENUE,https://www.mandelboim.com/product/park-avenue-%d7%9e%d7%a0%d7%93%d7%9c%d7%91%d7%95%d7%99%d7%9d-%d7%9e%d7%96%d7%a8%d7%95%d7%a0%d7%99%d7%9d/,12307,N/A,"מזרן שכולו פינוק ומומחיות. המזרן המתקדם ביותר טכנולוגית בעולם השינה!ליבת המזרן מורכבת מפוליאוריתן גמיש לתמיכה ויציבות עם קפיצי Micro springs בצפיפות גבוהה, הארוזים כל אחד בנפרד לגמישות ותמיכה נקודתית לכל איברי הגוף.מעליהם, שכבת נוחות של COCOON אחד מהחומרים המתקדמים ביותר בעולם השינה, בלעדי למנדלבוים.המבנה הפולימרי הייחודי שיש ב COCOON מונע את הצטברות הלחות הטבעית הנוצרת על ידי הגוף במהלך השינה ( בעיקר באזורי המגע של איברי הגוף עם המזרן) מסייע בהובלת חום הרחק מפני השטח של הגוף ובכך שומר על טמפרטורת גוף נוחה ומסייע לפיזור לחצים מושלם ע""י התאמה לטביעת הגוף ויצירת שטח מגע מקסימלי בין הגוף למזרן .ועוד במזרן, שכבה פינוק עליונה צפה (פילוטופ ) של ויסקו פנאומטי MD שאינו מושפע משינויי טמפרטורה ושומר על דרגת קושי קבועה. משמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת.המזרן עטוף בבד כותנה סאטן בלגי יוקרתי לתחושת רכות נוספת.ליבת המזרן עשויה פוליאוריתן מוקצף ברמות קושי משתנות.קפיצי מיקרו ייחודיים הארוזים כל אחד בנפרד המקנים גמישות ותמיכה נקודתית לכל איברי הגוף.COCOON שכבה נוספת המצטיינת בשמירה על טמפרטורה ניטראלית ונעימה לשינה רעננה, פולימר המגיב מהר לתנועת הגוףשכבה נוספת של ויסקו פנאומטי MD המקנה זרימת דם ושחרור מושלם של חוליות ושרירי הגוף",https://www.mandelboim.com/wp-content/uploads/2019/09/park_avenue_1280x1280.jpg,מזרנים
מיטה זוגית אריאל ARIEL H,https://www.mandelboim.com/product/ariel-h/,0,N/A,"במיטה מעוצבת של מנדלבוים אתם בוחרים את בסיס המיטה וראש המיטה המתאימים לטעמכם האישי.בנוסף, תוכלו לבחור את צבע הבד העוטף את המיטה וסוג הבד מתוך מגוון רחב של אפשרויות צבע וטקסטורה*מגיעה כמיטה רגילה או כמיטה מתכווננת",https://www.mandelboim.com/wp-content/uploads/2019/08/Ariel_H.jpg,מיטות
מיטה זוגית אריאל ARIEL C,https://www.mandelboim.com/product/ariel-c/,0,N/A,"במיטה מעוצבת של מנדלבוים אתם בוחרים את בסיס המיטה וראש המיטה המתאימים לטעמכם האישי.בנוסף, תוכלו לבחור את צבע הבד העוטף את המיטה וסוג הבד מתוך מגוון רחב של אפשרויות צבע וטקסטורה*מגיעה כמיטה רגילה או כמיטה מתכווננת",https://www.mandelboim.com/wp-content/uploads/2019/08/Ariel_C.jpg,מיטות
מיטה זוגית אריאל ARIEL B,https://www.mandelboim.com/product/ariel-b/,0,N/A,"במיטה מעוצבת של מנדלבוים אתם בוחרים את בסיס המיטה וראש המיטה המתאימים לטעמכם האישי.בנוסף, תוכלו לבחור את צבע הבד העוטף את המיטה וסוג הבד מתוך מגוון רחב של אפשרויות צבע וטקסטורה*מגיעה כמיטה רגילה או כמיטה מתכווננת",https://www.mandelboim.com/wp-content/uploads/2019/08/Ariel_B.jpg,מיטות
מזרן מלטה לטקס/ויסקו MALTA LATEX/VISCO,https://www.mandelboim.com/product/malta-latex-visco/,5695,N/A,"מזרן בעל ליבת קפיצים מבודדים הארוזים כל אחד בנפרד, על מנת לאפשר את פעולתם העצמאית של הקפיצים ולבודד מעבר של תנודות ולחצים בין חלקי המזרן.– לבחירה: שכבת נוחות מויסקו פניאומטי במרקם ג'ל ייחודי למנדלבוים. אינו מושפע משינויי טמפרטורה, משמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת.או שכבת נוחות מלטקס גמיש, לאלו שאוהבים מזרן קפיצי וגמיש בדרגת קושי בינונית.מזרן בעל ליבת קפיצים מבודדים הארוזים כל אחד בנפרד על מנת לאפשר את פעולתם העצמאית של הקפיצים ולבודד מעבר של תנודות ולחצים בין חלקי המזרן.שכבת הנוחות עשויה ויסקו פנאומטי MD או לטקס לפי בחירה.רמת קושי: קשה \ בינוניגובה מזרן: 29 ס""מ",https://www.mandelboim.com/wp-content/uploads/2019/07/Malta.jpg,מזרנים
מזרן לאגוס לטקס/ויסקו LAGOS LATEX/ VISCO,https://www.mandelboim.com/product/lagos-latex-visco/,5981,N/A,"תכונות המזרן:– מזרן קפיצים  מפנק עם קפיצי פוקט מבודדים. לבחירה: שכבת נוחות מויסקו פניאומטי במרקם ג'ל ייחודי למנדלבוים. אינו מושפע משינויי טמפרטורה, משמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת או שכבת נוחות מלטקס גמיש, לאלו שאוהבים מזרן קפיצי וגמיש בדרגת קושי בינונית.– המזרן עטוף בבד איכותי רך ונעים, בתפירת קווילט עם ויסקו – כך שאם בוחרים בלאגוס עם שכבת לטקס, מקבלים ""גם וגם"".קפיצי  Micro springsמבודדים בצפיפות גבוהה, הארוזים כל אחד בנפרד בתוך כיס לגמישות ותמיכה נקודתית לכל איברי הגוף . שכבת מעבר עשויה פוליאוריטן לתמיכה ויציבות.שכבת נוחות לבחירה בין לטקס שהוא מצע גמיש ואוורירי,המעניק תחושת קפיציות מושלמת ותמיכה מלאה לגוף, או ויסקו פניאומטי MD שאינו מושפע משינויי טמפרטורה ושומר על דרגת קושי קבועה. הויסקו של מנדלבוים משמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת.המזרן תפור בקווילט ויסקו לתחושת רכות נוספת. בנוסף, למזרן תמיכה היקפית הנותנת חיזוק לשני צידיו",https://www.mandelboim.com/wp-content/uploads/2019/07/Lagos_visco.jpg,מזרן בדרגת קושי בינונית
מזרן מונקו MONACO,https://www.mandelboim.com/product/monaco/,8537,N/A,"מתחילים לחשוב הפוך. הקפיצים עוברים למעלה ושכבת הנוחות עוברת למטהליבת המזרן מורכבת משתי שכבות של פוליאוריתן קפיצי בדרגות קושי שונות לתמיכה ויציבות לאורך זמן ושכבה נוספת של קפיצי Pocket springs בצפיפות גבוהה, הארוזים כל אחד בנפרד לגמישות ותמיכה נקודתית לכל איברי הגוף.ועוד במזרן לבחירה בין שכבת נוחות מפנקת של לטקס שהוא מצע גמיש וקפיצי לתמיכה מושלמת או ויסקו פניאומטי MD שאינו מושפע משינויי טמפרטורה ושומר על דרגת קושי קבועה.משמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת. המזרן עטוף בבד קווילט ויסקו לתחושת רכות נוספת.",https://www.mandelboim.com/wp-content/uploads/2019/07/monako.jpg,מזרנים
מזרן בלה וידה לטקס/ויסקו BELA VIDA LATEX/VISCO,https://www.mandelboim.com/product/%d7%91%d7%9c%d7%94-%d7%95%d7%99%d7%93%d7%94-%d7%9c%d7%98%d7%a7%d7%a1/,9999,N/A,"ליבת המזרן עשויה מפוליאוריתן מוקצף לתמיכה ויציבות לאורך זמן. משני צדי המזרן, שכבת נוחות לבחירה, בין לטקס או ויסקו פנאומטי  MD שאינו מושפע מטמפרטורה חיצונית ושומר על דרגת קושי קבועה.צדו הקיצי של המזרן עטוף בבד יוקרתי בטכנולוגיית Cooler  Extreme  השומרת על טמפרטורה קרירה, אידיאלי לקיץ הישראלי הלוהט!צדו החורפי של המזרן עטוף בבד coolmax  המנדף זיעה ונותן תחושה של רעננות",https://www.mandelboim.com/wp-content/uploads/2019/07/Bellavida.jpg,מזרנים
מזרן בלו ביי BLUE BAY,https://www.mandelboim.com/product/blue-bay/,5122,N/A,"לטקס או ויסקו? אפשר גם וגם. בצד אחד של המזרן שכבת נוחות מפנקת של לטקס, שהוא מצע גמיש וקפיצי לתמיכה מושלמת. בצד שני שכבת נוחות מפנקת של ויסקו פניאומטי MD שאינו מושפע משינויי טמפרטורה ושומר על דרגת קושי קבועה.משמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת. ביניהם פוליאוריתן גמיש המעניק תמיכה ויציבות לכל אחד מהצדדים. המזרן מתאים גם למיטה מתכווננת, שבה כל אחד מבני הזוג יכול לבחור את הצד הנוח לו, לנוחות מרבית ולשינה מפנקת.לבחירה: עם\בלי בד יוקרתי בטכנולוגיית COOLER EXTREEM לשמירה על טמפרטורה קרירה בחלקו העליון של המזרן.",https://www.mandelboim.com/wp-content/uploads/2019/07/BlueBay.jpg,מזרנים
מיטה זוגית אריאל ARIEL,https://www.mandelboim.com/product/ariel/,0,N/A,"במיטה מעוצבת של מנדלבוים אתם בוחרים את בסיס המיטה וראש המיטה המתאימים לטעמכם האישי.בנוסף, תוכלו לבחור את צבע הבד העוטף את המיטה וסוג הבד מתוך מגוון רחב של אפשרויות צבע וטקסטורה*מגיעה כמיטה רגילה או כמיטה מתכווננת",https://www.mandelboim.com/wp-content/uploads/2019/07/Ariel_A.jpg,מיטות
גל במה,https://www.mandelboim.com/product/%d7%92%d7%9c-2-2/,0,N/A,מיטה מעוצבת מרופדתצבע:לבחירה מגוון בדים וצבעיםמידות:מגוון רחב של מידותניתן להוסיף ארגז מצעיםניתן לקבל בהפרדה יהודית,https://www.mandelboim.com/wp-content/uploads/2019/07/BAMA_GAL.jpg,מיטות
מיטה זוגית איתי EITAY,https://www.mandelboim.com/product/eitay/,0,N/A,"במיטה מעוצבת של מנדלבוים אתם בוחרים את בסיס המיטה וראש המיטה המתאימים לטעמכם האישי.בנוסף, תוכלו לבחור את צבע הבד העוטף את המיטה וסוג הבד מתוך מגוון רחב של אפשרויות צבע וטקסטורה",https://www.mandelboim.com/wp-content/uploads/2019/07/ItayMalina.jpg,מיטות
מיטה זוגית גל GAL,https://www.mandelboim.com/product/gal/,0,N/A,"במיטה מעוצבת של מנדלבוים אתם בוחרים את בסיס המיטה וראש המיטה המתאימים לטעמכם האישי.בנוסף, תוכלו לבחור את צבע הבד העוטף את המיטה וסוג הבד מתוך מגוון רחב של אפשרויות צבע וטקסטורה*מגיעה כמיטה רגילה או כמיטה יהודיתניתן להוסיף ארגז מצעים",https://www.mandelboim.com/wp-content/uploads/2019/06/Gal_d.jpg,מיטות
מיטה זוגית נטע NETA,https://www.mandelboim.com/product/neta/,0,N/A,"במיטה מעוצבת של מנדלבוים אתם בוחרים את בסיס המיטה וראש המיטה המתאימים לטעמכם האישי.בנוסף, תוכלו לבחור את צבע הבד העוטף את המיטה וסוג הבד מתוך מגוון רחב של אפשרויות צבע וטקסטורה*מגיעה כמיטה רגילה או כמיטה מתכווננת",https://www.mandelboim.com/wp-content/uploads/2019/06/Mayaan.jpg,מיטות
מזרן הפי נייט HAPPY NIGHT,https://www.mandelboim.com/product/happy-night/,1275,N/A,"מזרן פולימר גמיש בצפיפות גבוהה, מומלץ לאוהבי דרגה קשיחה.מתאים לילדים, נוער וסטודנטים ניתן לקבל בוואקום ולחסוך הובלה.אספקה מהירה!",https://www.mandelboim.com/wp-content/uploads/2019/05/HappyNight.jpg,Mandelboim On line
מזרן ריו RIO LATEX VISCO,https://www.mandelboim.com/product/rio-latex-visco/,5869,N/A,"לטקס או ויסקו? אפשר גם וגם. ליבת המזרן מורכבת משתי שכבות של פוליאוריתן מוקצף בדרגות קושי שונות, לתמיכה ויציבות לאורך זמן.בצד אחד של המזרן, ברמת קושי קשה, שכבת נוחות מפנקת של לטקס, שהוא מצע גמיש וקפיצי לתמיכה מושלמת.בצד שני, ברמת קושי בינוני, שכבת נוחות מפנקת של ויסקו פניאומטי MD, שאינו מושפע משינויי טמפרטורה ושומר על דרגת קושי קבועה.משמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת.",https://www.mandelboim.com/wp-content/uploads/2019/05/ריו-ספינו.png,מזרן בדרגת קושי בינונית
מזרן פרובנס PROVANCE,https://www.mandelboim.com/product/%d7%a4%d7%a8%d7%95%d7%91%d7%90%d7%a0%d7%a1/,7220,N/A,"ליבת המזרן עשויה משלוש שכבות של פוליאוריתן, בדרגות קושי שונות לתמיכה ויציבות לאורך זמן.מעליהם, שכבת נוחות צפה (פילוטופ) עשויה ויסקו פניאומטי MD שאינו מושפע מטמפרטורה חיצונית ושומר על דרגת קושי קבועה.משמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת.המזרן עטוף בבד איכותי בתפירת קוילט עם ויסקו המעניק למזרן תחושת נוחות מרבית.",https://www.mandelboim.com/wp-content/uploads/2019/05/Provance-1.jpg,מזרנים
מזרן פרדייז ויסקו/לטקס PARADISE LATEX/VISCO,https://www.mandelboim.com/product/paradise-%d7%9e%d7%a0%d7%93%d7%9c%d7%91%d7%95%d7%99%d7%9d-%d7%9e%d7%96%d7%a8%d7%95%d7%a0%d7%99%d7%9d/,7220,N/A,"ליבת המזרן מורכבת משכבה של קפיצי  Pocket  springsמבודדים בצפיפות גבוהה. כל קפיץ ארוז בנפרד לגמישות ותמיכה נקודתית לכל איברי הגוף.בנוסף, המזרן מגיע עם שכבת פינוק פילוטופ,לבחירה בין לטקס שהוא מצע גמיש ואוורירי המעניק תחושת קפיציות מושלמת ותמיכה מלאה לגוף, או ויסקו פניאומטי MD שאינו מושפע משינויי טמפרטורה ושומר על דרגת קושי קבועה.הויסקו של מנדלבוים משמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת.המזרן תפור בקווילט ויסקו לתחושת רכות נוספת.תכונות המזרן:– מזרן קפיצים. שילוב של קפיצי פוקט הארוזים אחד אחד עם שכבת עבה ומפנקת של ויסקו פניאומטי במרקם ג'ל ייחודי למנדלבוים אינו מושפע משינויי טמפרטורה, המשמש מצע מעולה לפיזור ולחצים ותורם לתחושת ריחוף מפנקת",https://www.mandelboim.com/wp-content/uploads/2019/05/ParadiseVisco.jpg,מזרן בדרגת קושי רכה
מזרן מלדיביים MALDIVES,https://www.mandelboim.com/product/%d7%9e%d7%9c%d7%93%d7%99%d7%91%d7%a1/,4999,N/A,"ליבת המזרן מורכבת משתי שכבות של פוליאוריתן מוקצף בדרגות קושי שונות לתמיכה ויציבות לאורך זמן. מעליהם, שכבת נוחות מ COCOON אחד מהחומרים המתקדמים בעולם השינה, בלעדי למנדלבוים.המבנה הפולימרי הייחודי שיש ב COCOON מונע את הצטברות הלחות הטבעית הנוצרת על ידי הגוף במהלך השינה (בעיקר באזורי המגע של איברי הגוף עם המזרן) מסייע בהובלת חום הרחק מפני השטח של הגוף ובכך שומר על טמפרטורת גוף נוחה ומסייע לפיזור לחצים מושלם ע""י התאמה לטביעת הגוף ויצירת שטח מגע מקסימלי בין הגוף למזרן במהלך השינה.מזרן המלדיבים עטוף בבד סריג איכותי בתפירת קוילט עם 2 ס""מ ויסקו פנאומטי MD התורם גם הוא לתחושת נוחות מרבית.",https://www.mandelboim.com/wp-content/uploads/2017/07/Maldives.jpg,מבצעי החודש
מזרן קריביאן CARIBBEAN,https://www.mandelboim.com/product/caribbean/,3900,N/A,"המזרן מורכב משלוש שכבות ,ליבת המזרן מורכבת משתי שכבות של פוליאוריתן מוקצף בדרגות קושי שונות לתמיכה ויציבות לאורך זמן.מעליהם ,שכבה נוספת – שכבת נוחות מפנקת מלטקס שהוא מצע גמיש וקפיצי לתמיכה מושלמת.",https://www.mandelboim.com/wp-content/uploads/2015/10/Caribbean-1.jpg,מזרן בדרגת קושי קשיחה
מזרן סאן שיין SUN SHINE,https://www.mandelboim.com/product/sunshine/,3760,N/A,"מזרן לטקס המעניק קפיציות וגמישותמורכב משתי שכבות , בד המזרן הינו בד המתאים לאקלים בארץ .מתאים במיוחד למי שמחפש מזרנים קלים ולא עביםמתאים גם למיטה מתכווננת",https://www.mandelboim.com/wp-content/uploads/2015/10/SunShin.jpg,מזרנים
מזרן טרופיקל TROPICAL,https://www.mandelboim.com/product/tropical/,4186,N/A,"ליבת המזרן עשויה משתי שכבות פוליאוריתן בדרגות קושי שונות לתמיכה ויציבות לאורך זמן. מעליהם, שכבת נוחות לטקס המעניקה למזרן תחושת קפיציות מושלמת ותמיכה מלאה לגוף.המזרן עטוף בבד אלוורה מפנק ונעים למגע.",https://www.mandelboim.com/wp-content/uploads/2015/10/Tropical.jpg,מזרן בדרגת קושי בינונית
מזרן פירנצה FIRENZE,https://www.mandelboim.com/product/firenze/,7220,N/A,"ליבת המזרן מורכבת משתי שכבות של פוליאוריתן בדרגות קושי שונות לתמיכה ויציבות לאורך זמן.מעליהם, שכבת נוחות צפה (פילוטופ) לטקס המעניקה למזרן תחושת קפיציות מושלמת ותמיכה מלאה לגוף.",https://www.mandelboim.com/wp-content/uploads/2015/10/Firenze.jpg,מזרן בדרגת קושי קשיחה
כרית לטקס,https://www.mandelboim.com/product/%d7%9b%d7%a8%d7%99%d7%aa-%d7%9c%d7%98%d7%a7%d7%a1/,460,N/A,"לטקס מגיע מזן מיוחד של עץ הגומי, הלטקס הנו רך גמיש ויציבכרית לטקס נותנת תמיכה לצוואר הופכת את השינה לאיכותית יותר ומפנקת יותרעמיד בפני קרדית האבק ומקדם סביבה בריאה יותר. הכרית עטופה בבד בועות המעניק תחושה רכה ומלטפת.כיסוי ניתן להורדה לשמירה על היגיינה לאורך זמן.",https://www.mandelboim.com/wp-content/uploads/2015/10/KARIT_LATAS.jpg,N/A
